"date","game_pk","day_night","team","win_indicator","league","division"
"2023-03-31",718771,"night","Miami Marlins",1,"National League","NL East"
"2023-03-31",718764,"night","Houston Astros",1,"American League","AL West"
"2023-03-31",718766,"night","San Diego Padres",0,"National League","NL West"
"2023-03-31",718765,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-03-31",718763,"night","Seattle Mariners",0,"American League","AL West"
"2023-04-01",718760,"day","Houston Astros",1,"American League","AL West"
"2023-04-01",718759,"day","St. Louis Cardinals",1,"National League","NL Central"
"2023-04-01",718758,"day","Chicago Cubs",0,"National League","NL Central"
"2023-04-01",718752,"day","Texas Rangers",1,"American League","AL West"
"2023-04-01",718753,"day","Washington Nationals",0,"National League","NL East"
"2023-04-01",718762,"day","New York Yankees",0,"American League","AL East"
"2023-04-01",718757,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-01",718761,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-01",718756,"day","Cincinnati Reds",1,"National League","NL Central"
"2023-04-01",718754,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-01",718751,"day","Kansas City Royals",0,"American League","AL Central"
"2023-04-01",718755,"day","Miami Marlins",0,"National League","NL East"
"2023-04-01",718750,"night","San Diego Padres",1,"National League","NL West"
"2023-04-01",718749,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-01",718746,"night","Seattle Mariners",0,"American League","AL West"
"2023-04-02",718742,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-02",718748,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-02",718743,"day","Washington Nationals",1,"National League","NL East"
"2023-04-02",718747,"day","New York Yankees",1,"American League","AL East"
"2023-04-02",718744,"day","Cincinnati Reds",1,"National League","NL Central"
"2023-04-02",718741,"day","Miami Marlins",0,"National League","NL East"
"2023-04-02",718745,"day","Kansas City Royals",0,"American League","AL Central"
"2023-04-02",718740,"day","Houston Astros",0,"American League","AL West"
"2023-04-02",718737,"day","St. Louis Cardinals",1,"National League","NL Central"
"2023-04-02",718738,"day","Chicago Cubs",0,"National League","NL Central"
"2023-04-02",718734,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-02",718736,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-04-02",718733,"day","San Diego Padres",1,"National League","NL West"
"2023-04-02",718735,"day","Seattle Mariners",0,"American League","AL West"
"2023-04-02",718739,"night","Texas Rangers",1,"American League","AL West"
"2023-04-03",718731,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-03",718730,"day","Chicago White Sox",0,"American League","AL Central"
"2023-04-03",718728,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-04-03",718729,"night","Miami Marlins",0,"National League","NL East"
"2023-04-03",718732,"night","Washington Nationals",0,"National League","NL East"
"2023-04-03",718725,"night","New York Yankees",1,"American League","AL East"
"2023-04-03",718724,"night","Boston Red Sox",0,"American League","AL East"
"2023-04-03",718719,"night","Kansas City Royals",1,"American League","AL Central"
"2023-04-03",718727,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-03",718726,"night","Texas Rangers",0,"American League","AL West"
"2023-04-03",718723,"night","Houston Astros",0,"American League","AL West"
"2023-04-03",718721,"night","Oakland Athletics",0,"American League","AL West"
"2023-04-03",718722,"night","San Diego Padres",1,"National League","NL West"
"2023-04-03",718720,"night","Seattle Mariners",0,"American League","AL West"
"2023-04-03",718718,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-04",718717,"day","San Diego Padres",0,"National League","NL West"
"2023-04-04",718716,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-04-04",718714,"night","Miami Marlins",1,"National League","NL East"
"2023-04-04",718715,"night","Washington Nationals",0,"National League","NL East"
"2023-04-04",718710,"night","New York Yankees",0,"American League","AL East"
"2023-04-04",718713,"night","Boston Red Sox",0,"American League","AL East"
"2023-04-04",718708,"night","Kansas City Royals",0,"American League","AL Central"
"2023-04-04",718712,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-04",718711,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-04",718709,"night","Texas Rangers",0,"American League","AL West"
"2023-04-04",718705,"night","Houston Astros",0,"American League","AL West"
"2023-04-04",718707,"night","Oakland Athletics",1,"American League","AL West"
"2023-04-04",718706,"night","Seattle Mariners",1,"American League","AL West"
"2023-04-04",718703,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-05",718704,"day","Washington Nationals",0,"National League","NL East"
"2023-04-05",718699,"day","New York Yankees",1,"American League","AL East"
"2023-04-05",718701,"day","Miami Marlins",1,"National League","NL East"
"2023-04-05",718697,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-05",718702,"day","Boston Red Sox",0,"American League","AL East"
"2023-04-05",718698,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-05",718694,"day","Texas Rangers",1,"American League","AL West"
"2023-04-05",718696,"day","Houston Astros",1,"American League","AL West"
"2023-04-05",718695,"day","Chicago White Sox",1,"American League","AL Central"
"2023-04-05",718689,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-05",718691,"day","Seattle Mariners",0,"American League","AL West"
"2023-04-05",718692,"night","Kansas City Royals",0,"American League","AL Central"
"2023-04-06",718690,"day","Detroit Tigers",0,"American League","AL Central"
"2023-04-06",718686,"day","Kansas City Royals",0,"American League","AL Central"
"2023-04-06",718687,"day","Chicago White Sox",0,"American League","AL Central"
"2023-04-06",718682,"day","Colorado Rockies",1,"National League","NL West"
"2023-04-06",718681,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-06",718683,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-04-07",718693,"day","New York Mets",1,"National League","NL East"
"2023-04-07",718675,"day","Chicago Cubs",1,"National League","NL Central"
"2023-04-07",718685,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-04-07",718688,"day","Baltimore Orioles",1,"American League","AL East"
"2023-04-07",718677,"day","Cleveland Guardians",0,"American League","AL Central"
"2023-04-07",718684,"day","Minnesota Twins",1,"American League","AL Central"
"2023-04-07",718679,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-07",718680,"day","San Francisco Giants",0,"National League","NL West"
"2023-04-07",718678,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-04-07",718676,"night","Atlanta Braves",0,"National League","NL East"
"2023-04-07",718674,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-07",718673,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-07",718670,"night","Los Angeles Angels",0,"American League","AL West"
"2023-04-07",718671,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-08",718666,"day","Minnesota Twins",1,"American League","AL Central"
"2023-04-08",718672,"day","San Francisco Giants",0,"National League","NL West"
"2023-04-08",718669,"day","Chicago Cubs",1,"National League","NL Central"
"2023-04-08",718668,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-04-08",718667,"day","Detroit Tigers",0,"American League","AL Central"
"2023-04-08",718665,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-08",718661,"day","New York Mets",1,"National League","NL East"
"2023-04-08",718663,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-04-08",718662,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-04-08",718664,"night","Baltimore Orioles",0,"American League","AL East"
"2023-04-08",718660,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-04-08",718659,"night","Atlanta Braves",0,"National League","NL East"
"2023-04-08",718656,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-08",718658,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-08",718657,"night","Los Angeles Angels",1,"American League","AL West"
"2023-04-09",718652,"day","Philadelphia Phillies",0,"National League","NL East"
"2023-04-09",718654,"day","Detroit Tigers",0,"American League","AL Central"
"2023-04-09",718655,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-09",718653,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-09",718651,"day","Baltimore Orioles",0,"American League","AL East"
"2023-04-09",718646,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-04-09",718647,"day","New York Mets",0,"National League","NL East"
"2023-04-09",718649,"day","Minnesota Twins",0,"American League","AL Central"
"2023-04-09",718650,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-09",718642,"day","Chicago Cubs",0,"National League","NL Central"
"2023-04-09",718645,"day","Colorado Rockies",1,"National League","NL West"
"2023-04-09",718643,"day","San Francisco Giants",1,"National League","NL West"
"2023-04-09",718644,"day","Los Angeles Angels",0,"American League","AL West"
"2023-04-09",718639,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-09",718648,"night","Atlanta Braves",0,"National League","NL East"
"2023-04-10",718640,"day","Minnesota Twins",0,"American League","AL Central"
"2023-04-10",718637,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-04-10",718635,"night","Baltimore Orioles",1,"American League","AL East"
"2023-04-10",718632,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-04-10",718638,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-04-10",718633,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-04-10",718634,"night","New York Mets",1,"National League","NL East"
"2023-04-10",718636,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-10",718628,"night","Chicago Cubs",1,"National League","NL Central"
"2023-04-10",718630,"night","Texas Rangers",1,"American League","AL West"
"2023-04-10",718629,"night","Colorado Rockies",1,"National League","NL West"
"2023-04-10",718631,"night","Los Angeles Angels",0,"American League","AL West"
"2023-04-10",718627,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-10",718641,"night","San Francisco Giants",0,"National League","NL West"
"2023-04-11",718626,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-04-11",718618,"night","Baltimore Orioles",1,"American League","AL East"
"2023-04-11",718623,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-11",718625,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-04-11",718619,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-04-11",718622,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-04-11",718621,"night","New York Mets",0,"National League","NL East"
"2023-04-11",718620,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-11",718617,"night","Chicago Cubs",1,"National League","NL Central"
"2023-04-11",718616,"night","Minnesota Twins",1,"American League","AL Central"
"2023-04-11",718615,"night","Texas Rangers",1,"American League","AL West"
"2023-04-11",718613,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-11",718614,"night","Los Angeles Angels",1,"American League","AL West"
"2023-04-11",718611,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-04-11",718624,"night","San Francisco Giants",1,"National League","NL West"
"2023-04-12",718608,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-04-12",718610,"day","New York Mets",1,"National League","NL East"
"2023-04-12",718605,"day","Minnesota Twins",1,"American League","AL Central"
"2023-04-12",718604,"day","Cleveland Guardians",0,"American League","AL Central"
"2023-04-12",718606,"day","Chicago Cubs",0,"National League","NL Central"
"2023-04-12",718607,"day","Colorado Rockies",0,"National League","NL West"
"2023-04-12",718598,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-12",718609,"day","Philadelphia Phillies",0,"National League","NL East"
"2023-04-12",718602,"day","Los Angeles Angels",1,"American League","AL West"
"2023-04-12",718599,"night","Baltimore Orioles",0,"American League","AL East"
"2023-04-12",718600,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-04-12",718603,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-04-12",718601,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-12",718595,"night","Texas Rangers",0,"American League","AL West"
"2023-04-12",718612,"night","San Francisco Giants",0,"National League","NL West"
"2023-04-13",718596,"day","Baltimore Orioles",1,"American League","AL East"
"2023-04-13",718594,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-13",718597,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-04-13",718590,"night","New York Yankees",0,"American League","AL East"
"2023-04-13",718593,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-04-13",718591,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-13",718589,"night","San Diego Padres",0,"National League","NL West"
"2023-04-14",718585,"night","Detroit Tigers",1,"American League","AL Central"
"2023-04-14",718586,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-04-14",718584,"night","Miami Marlins",1,"National League","NL East"
"2023-04-14",718592,"night","Washington Nationals",0,"National League","NL East"
"2023-04-14",718588,"night","New York Yankees",0,"American League","AL East"
"2023-04-14",718587,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-04-14",718580,"night","Boston Red Sox",1,"American League","AL East"
"2023-04-14",718583,"night","Chicago White Sox",0,"American League","AL Central"
"2023-04-14",718581,"night","Houston Astros",0,"American League","AL West"
"2023-04-14",718579,"night","Kansas City Royals",0,"American League","AL Central"
"2023-04-14",718582,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-04-14",718578,"night","Oakland Athletics",0,"American League","AL West"
"2023-04-14",718574,"night","San Diego Padres",0,"National League","NL West"
"2023-04-14",718575,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-04-14",718577,"night","Seattle Mariners",1,"American League","AL West"
"2023-04-15",718572,"day","New York Yankees",1,"American League","AL East"
"2023-04-15",718571,"day","Detroit Tigers",1,"American League","AL Central"
"2023-04-15",718570,"day","Chicago White Sox",1,"American League","AL Central"
"2023-04-15",718568,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-15",718569,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-04-15",718573,"day","Washington Nationals",0,"National League","NL East"
"2023-04-15",718560,"day","San Diego Padres",1,"National League","NL West"
"2023-04-15",718565,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-15",718576,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-15",718566,"day","Cincinnati Reds",1,"National League","NL Central"
"2023-04-15",718563,"day","Kansas City Royals",0,"American League","AL Central"
"2023-04-15",718567,"day","Miami Marlins",1,"National League","NL East"
"2023-04-15",718562,"night","Houston Astros",1,"American League","AL West"
"2023-04-15",718564,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-15",718561,"night","Seattle Mariners",1,"American League","AL West"
"2023-04-16",718559,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-16",718555,"day","Washington Nationals",1,"National League","NL East"
"2023-04-16",718557,"day","New York Yankees",1,"American League","AL East"
"2023-04-16",718556,"day","Toronto Blue Jays",0,"American League","AL East"
"2023-04-16",718554,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-04-16",718550,"day","Miami Marlins",0,"National League","NL East"
"2023-04-16",718551,"day","Kansas City Royals",0,"American League","AL Central"
"2023-04-16",718553,"day","Chicago White Sox",0,"American League","AL Central"
"2023-04-16",718548,"day","St. Louis Cardinals",1,"National League","NL Central"
"2023-04-16",718546,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-16",718547,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-04-16",718545,"day","Seattle Mariners",1,"American League","AL West"
"2023-04-16",718549,"day","San Diego Padres",0,"National League","NL West"
"2023-04-16",718552,"night","Houston Astros",0,"American League","AL West"
"2023-04-17",718540,"day","Boston Red Sox",0,"American League","AL East"
"2023-04-17",718542,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-04-17",718544,"night","Miami Marlins",1,"National League","NL East"
"2023-04-17",718539,"night","Kansas City Royals",0,"American League","AL Central"
"2023-04-17",718538,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-17",718537,"night","Houston Astros",1,"American League","AL West"
"2023-04-17",718535,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-17",718536,"night","Oakland Athletics",0,"American League","AL West"
"2023-04-17",718533,"night","San Diego Padres",0,"National League","NL West"
"2023-04-17",718534,"night","Seattle Mariners",0,"American League","AL West"
"2023-04-17",718532,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-04-18",718530,"day","Detroit Tigers",1,"American League","AL Central"
"2023-04-18",718541,"day","Detroit Tigers",1,"American League","AL Central"
"2023-04-18",718525,"day","Chicago White Sox",0,"American League","AL Central"
"2023-04-18",718543,"day","Chicago White Sox",1,"American League","AL Central"
"2023-04-18",718526,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-04-18",718528,"night","Miami Marlins",1,"National League","NL East"
"2023-04-18",718531,"night","Washington Nationals",0,"National League","NL East"
"2023-04-18",718529,"night","New York Yankees",0,"American League","AL East"
"2023-04-18",718524,"night","Boston Red Sox",1,"American League","AL East"
"2023-04-18",718522,"night","Kansas City Royals",0,"American League","AL Central"
"2023-04-18",718527,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-04-18",718520,"night","Houston Astros",0,"American League","AL West"
"2023-04-18",718521,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-18",718523,"night","Oakland Athletics",0,"American League","AL West"
"2023-04-18",718519,"night","San Diego Padres",0,"National League","NL West"
"2023-04-18",718517,"night","Seattle Mariners",0,"American League","AL West"
"2023-04-18",718516,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-19",718515,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-04-19",718513,"day","Detroit Tigers",0,"American League","AL Central"
"2023-04-19",718511,"day","Miami Marlins",0,"National League","NL East"
"2023-04-19",718512,"day","St. Louis Cardinals",1,"National League","NL Central"
"2023-04-19",718514,"day","Kansas City Royals",0,"American League","AL Central"
"2023-04-19",718510,"day","Chicago White Sox",0,"American League","AL Central"
"2023-04-19",718508,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-04-19",718509,"day","Colorado Rockies",0,"National League","NL West"
"2023-04-19",718506,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-19",718507,"day","San Diego Padres",1,"National League","NL West"
"2023-04-19",718502,"day","Seattle Mariners",0,"American League","AL West"
"2023-04-19",718518,"night","Washington Nationals",0,"National League","NL East"
"2023-04-19",718504,"night","New York Yankees",1,"American League","AL East"
"2023-04-19",718505,"night","Boston Red Sox",0,"American League","AL East"
"2023-04-19",718501,"night","Houston Astros",1,"American League","AL West"
"2023-04-20",718497,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-20",718496,"day","New York Yankees",1,"American League","AL East"
"2023-04-20",718500,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-20",718498,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-04-20",718499,"night","Chicago Cubs",0,"National League","NL Central"
"2023-04-20",718494,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-04-20",718503,"night","San Francisco Giants",0,"National League","NL West"
"2023-04-21",718491,"day","Chicago Cubs",1,"National League","NL Central"
"2023-04-21",718492,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-21",718486,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-04-21",718495,"night","Baltimore Orioles",1,"American League","AL East"
"2023-04-21",718493,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-04-21",718487,"night","New York Yankees",0,"American League","AL East"
"2023-04-21",718489,"night","Atlanta Braves",0,"National League","NL East"
"2023-04-21",718490,"night","Texas Rangers",0,"American League","AL West"
"2023-04-21",718482,"night","Minnesota Twins",0,"American League","AL Central"
"2023-04-21",718483,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-04-21",718485,"night","Los Angeles Angels",1,"American League","AL West"
"2023-04-21",718484,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-21",718481,"night","Seattle Mariners",1,"American League","AL West"
"2023-04-21",718480,"night","San Francisco Giants",0,"National League","NL West"
"2023-04-22",718476,"day","New York Yankees",1,"American League","AL East"
"2023-04-22",718468,"day","Minnesota Twins",0,"American League","AL Central"
"2023-04-22",718479,"day","Chicago Cubs",0,"National League","NL Central"
"2023-04-22",718475,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-04-22",718473,"day","Cleveland Guardians",0,"American League","AL Central"
"2023-04-22",718488,"day","Cleveland Guardians",0,"American League","AL Central"
"2023-04-22",718478,"day","San Francisco Giants",1,"National League","NL West"
"2023-04-22",718477,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-22",718474,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-22",718472,"night","Baltimore Orioles",1,"American League","AL East"
"2023-04-22",718469,"night","Texas Rangers",1,"American League","AL West"
"2023-04-22",718470,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-22",718471,"night","Atlanta Braves",0,"National League","NL East"
"2023-04-22",718467,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-04-22",718466,"night","Los Angeles Angels",0,"American League","AL West"
"2023-04-22",718464,"night","Seattle Mariners",1,"American League","AL West"
"2023-04-23",718458,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-04-23",718459,"day","Baltimore Orioles",1,"American League","AL East"
"2023-04-23",718463,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-23",718462,"day","Atlanta Braves",0,"National League","NL East"
"2023-04-23",718465,"day","New York Yankees",0,"American League","AL East"
"2023-04-23",718457,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-04-23",718460,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-04-23",718454,"day","Minnesota Twins",1,"American League","AL Central"
"2023-04-23",718461,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-04-23",718451,"day","Chicago Cubs",0,"National League","NL Central"
"2023-04-23",718453,"day","Texas Rangers",1,"American League","AL West"
"2023-04-23",718452,"day","Los Angeles Angels",1,"American League","AL West"
"2023-04-23",718456,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-04-23",718450,"day","Seattle Mariners",0,"American League","AL West"
"2023-04-23",718455,"day","San Francisco Giants",1,"National League","NL West"
"2023-04-24",718448,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-04-24",718447,"night","Baltimore Orioles",1,"American League","AL East"
"2023-04-24",718449,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-04-24",718445,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-04-24",718444,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-04-24",718443,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-24",718442,"night","Minnesota Twins",1,"American League","AL Central"
"2023-04-24",718441,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-04-24",718437,"night","Los Angeles Angels",0,"American League","AL West"
"2023-04-24",718438,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-24",718446,"night","San Francisco Giants",1,"National League","NL West"
"2023-04-25",718440,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-04-25",718435,"night","Baltimore Orioles",0,"American League","AL East"
"2023-04-25",718432,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-04-25",718436,"night","Tampa Bay Rays",0,"American League","AL East"
"2023-04-25",718434,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-04-25",718430,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-04-25",718433,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-04-25",718431,"night","New York Mets",0,"National League","NL East"
"2023-04-25",718429,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-25",718426,"night","Chicago Cubs",1,"National League","NL Central"
"2023-04-25",718427,"night","Minnesota Twins",1,"American League","AL Central"
"2023-04-25",718428,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-04-25",718425,"night","Los Angeles Angels",1,"American League","AL West"
"2023-04-25",718422,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-04-25",718439,"night","San Francisco Giants",1,"National League","NL West"
"2023-04-26",718424,"day","Cincinnati Reds",1,"National League","NL Central"
"2023-04-26",718416,"day","Baltimore Orioles",1,"American League","AL East"
"2023-04-26",718420,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-04-26",718421,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-04-26",718417,"day","Minnesota Twins",0,"American League","AL Central"
"2023-04-26",718419,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-26",718418,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-04-26",718413,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-26",718414,"night","Tampa Bay Rays",0,"American League","AL East"
"2023-04-26",718415,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-04-26",718412,"night","New York Mets",0,"National League","NL East"
"2023-04-26",718411,"night","Atlanta Braves",1,"National League","NL East"
"2023-04-26",718407,"night","Chicago Cubs",0,"National League","NL Central"
"2023-04-26",718408,"night","Los Angeles Angels",1,"American League","AL West"
"2023-04-26",718423,"night","San Francisco Giants",1,"National League","NL West"
"2023-04-27",718410,"day","Atlanta Braves",0,"National League","NL East"
"2023-04-27",718403,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-04-27",718404,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-04-27",718406,"day","Chicago Cubs",1,"National League","NL Central"
"2023-04-27",718409,"day","San Francisco Giants",0,"National League","NL West"
"2023-04-27",718402,"day","Los Angeles Angels",1,"American League","AL West"
"2023-04-27",718405,"night","Detroit Tigers",0,"American League","AL Central"
"2023-04-27",718398,"night","New York Mets",1,"National League","NL East"
"2023-04-27",718396,"night","Chicago White Sox",0,"American League","AL Central"
"2023-04-27",718400,"night","Minnesota Twins",1,"American League","AL Central"
"2023-04-27",718397,"night","Texas Rangers",0,"American League","AL West"
"2023-04-28",718387,"day","Minnesota Twins",1,"American League","AL Central"
"2023-04-28",718391,"night","Miami Marlins",1,"National League","NL East"
"2023-04-28",718392,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-04-28",718395,"night","Boston Red Sox",0,"American League","AL East"
"2023-04-28",718393,"night","Chicago White Sox",0,"American League","AL Central"
"2023-04-28",718388,"night","Texas Rangers",1,"American League","AL West"
"2023-04-28",718389,"night","Houston Astros",0,"American League","AL West"
"2023-04-28",718386,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-28",718390,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-28",718380,"night","Oakland Athletics",0,"American League","AL West"
"2023-04-28",718382,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-29",718381,"day","Detroit Tigers",1,"American League","AL Central"
"2023-04-29",718401,"night","Detroit Tigers",0,"American League","AL Central"
"2023-04-29",718383,"day","Washington Nationals",0,"National League","NL East"
"2023-04-29",718399,"night","Washington Nationals",0,"National League","NL East"
"2023-04-29",718378,"day","Minnesota Twins",0,"American League","AL Central"
"2023-04-29",718379,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-04-29",718375,"day","Miami Marlins",1,"National League","NL East"
"2023-04-29",718377,"day","Oakland Athletics",0,"American League","AL West"
"2023-04-29",718385,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-29",718372,"day","Houston Astros",0,"American League","AL West"
"2023-04-29",718384,"night","San Diego Padres",1,"National League","NL West"
"2023-04-29",718374,"night","Texas Rangers",1,"American League","AL West"
"2023-04-29",718373,"night","Chicago White Sox",0,"American League","AL Central"
"2023-04-29",718376,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-04-29",718366,"night","Colorado Rockies",0,"National League","NL West"
"2023-04-29",718369,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-30",718364,"day","Miami Marlins",1,"National League","NL East"
"2023-04-30",718370,"day","Boston Red Sox",1,"American League","AL East"
"2023-04-30",718367,"day","Washington Nationals",1,"National League","NL East"
"2023-04-30",718363,"day","Toronto Blue Jays",0,"American League","AL East"
"2023-04-30",718360,"day","Detroit Tigers",0,"American League","AL Central"
"2023-04-30",718362,"day","Minnesota Twins",1,"American League","AL Central"
"2023-04-30",718355,"day","Chicago White Sox",1,"American League","AL Central"
